Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Has_click_data,Traffic_scope,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level,Post_Hour_Clean,Post_Date_Clean,Post_key,engagement_rate_num
Post_4354,TikTok,Organic,Customer Story,Video,Canada,-106.3468,56.1304,659523,3490650,726023,138296,184567,0.188940162,4067397,3490650,0,71992.0,0.0177,True,Tracked,#CustomerStory,2024-11-21 15:26:00,2024-11-21 00:00:00,15,Medium,3:26:00 PM,11/21/2024,Post_4354|TIKTOK|2024-11-21T15:26:00,0.188940162
Post_2805,LinkedIn,Sponsored,Customer Story,Article,Australia,133.7751,-25.2744,618750,3259268,688728,211224,181303,19%,4052137,0,0,120348.0,0.03,True,Tracked,#CustomerSuccess,5:43:00 PM,2/3/2025,17,Medium,5:43:00 PM,2/3/2025,Post_2805|LINKEDIN|2025-02-03T17:43:00,0.19
Post_1406,TikTok,Organic,Product Promotion,Video,Japan,138.2529,36.2048,298236,3467457,737182,188734,153015,0.086010148,4039990,3467457,0,77567.0,0.0192,True,Tracked,#ProductDemo,2025-01-04 14:38:00,2025-01-04 00:00:00,14,Low,2:38:00 PM,1/4/2025,Post_1406|TIKTOK|2025-01-04T14:38:00,0.086010148
Post_3447,TikTok,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,167209,3123796,700740,230796,142774,0.053527795,3992215,3123796,0,58685.0,0.0147,True,Tracked,#TrendingNow,2025-03-14 12:09:00,2025-03-14 00:00:00,12,Low,12:09:00 PM,3/14/2025,Post_3447|TIKTOK|2025-03-14T12:09:00,0.053527795
Post_828,TikTok,Organic,Entertainment,Video,Japan,138.2529,36.2048,311891,3195831,693597,185980,97301,0.097593257,3959604,3195831,0,39992.0,0.0101,True,Tracked,#TrendingNow,2025-01-29 10:43:00,2025-01-29 00:00:00,10,Low,10:43:00 AM,1/29/2025,Post_828|TIKTOK|2025-01-29T10:43:00,0.097593257
Post_3298,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,412951,3074741,493073,164792,149644,0.134304425,3921097,3074741,0,81950.0,0.0209,True,Tracked,#ProductDemo,2024-12-19 11:36:00,2024-12-19 00:00:00,11,Medium,11:36:00 AM,12/19/2024,Post_3298|TIKTOK|2024-12-19T11:36:00,0.134304425
Post_2160,TikTok,Organic,Product Promotion,Video,Japan,138.2529,36.2048,422831,3098528,513425,140589,184044,0.136462176,3912853,3098528,0,56736.0,0.0145,True,Tracked,#ProductDemo,2024-02-13 15:18:00,2024-02-13 00:00:00,15,Medium,3:18:00 PM,2/13/2024,Post_2160|TIKTOK|2024-02-13T15:18:00,0.136462176
Post_353,TikTok,Organic,Entertainment,Video,UK,-3.436,55.3781,273567,3295222,767553,196567,117511,0.083019493,3896680,3295222,0,42863.0,0.011,True,Tracked,#TrendingNow,2024-07-16 10:59:00,2024-07-16 00:00:00,10,Low,10:59:00 AM,7/16/2024,Post_353|TIKTOK|2024-07-16T10:59:00,0.083019493
Post_4502,TikTok,Organic,Customer Story,Video,India,78.9629,20.5937,663463,3262863,756447,243872,124450,0.203337921,3886547,3262863,0,72678.0,0.0187,True,Tracked,#CustomerStory,2024-05-05 17:38:00,2024-05-05 00:00:00,17,High,5:38:00 PM,5/5/2024,Post_4502|TIKTOK|2024-05-05T17:38:00,0.203337921
Post_1451,TikTok,Sponsored,Product Promotion,Video,UK,-3.436,55.3781,276512,3184872,339874,104152,121946,0.08682061,3853454,3184872,0,40075.0,0.0104,True,Tracked,#ProductDemo,2024-04-11 19:24:00,2024-04-11 00:00:00,19,Low,7:24:00 PM,4/11/2024,Post_1451|TIKTOK|2024-04-11T19:24:00,0.08682061
Post_1924,TikTok,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,245273,3003944,527969,169009,177116,0.081650488,3851929,3003944,0,57778.0,0.015,True,Tracked,#ProductDemo,2024-12-14 12:47:00,2024-12-14 00:00:00,12,Low,12:47:00 PM,12/14/2024,Post_1924|TIKTOK|2024-12-14T12:47:00,0.081650488
Post_1027,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,214931,2997786,357493,187389,177766,0.071696746,3844251,2997786,0,92262.0,0.024,True,Tracked,#TrendingNow,2024-12-24 17:14:00,2024-12-24 00:00:00,17,Low,5:14:00 PM,12/24/2024,Post_1027|TIKTOK|2024-12-24T17:14:00,0.071696746
Post_4753,TikTok,Organic,Educational,Video,Canada,-106.3468,56.1304,690841,2948577,419872,132551,129208,0.234296646,3831960,2948577,0,92350.0,0.0241,True,Tracked,#CustomerStory,2024-11-02 10:20:00,2024-11-02 00:00:00,10,High,10:20:00 AM,11/2/2024,Post_4753|TIKTOK|2024-11-02T10:20:00,0.234296646
Post_2963,TikTok,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,353779,3205564,507207,163680,171079,0.110364299,3831439,3205564,0,57471.0,0.015,True,Tracked,#ProductDemo,2024-05-16 12:37:00,2024-05-16 00:00:00,12,Medium,12:37:00 PM,5/16/2024,Post_2963|TIKTOK|2024-05-16T12:37:00,0.110364299
Post_2963,LinkedIn,Organic,Product Promotion,Article,Canada,-106.3468,56.1304,314265,3205564,507207,163680,171079,10%,3831439,0,0,112261.0,0.03,True,Tracked,#SaaSLaunch,12:37:00 PM,5/16/2024,12,Low,12:37:00 PM,5/16/2024,Post_2963|LINKEDIN|2024-05-16T12:37:00,0.1
Post_2963,Facebook,Organic,Product Promotion,Image,Canada,-106.3468,56.1304,285353,3205564,507207,163680,171079,0.089018177,3831439,0,0,111111.0,0.029,True,Tracked,#NewRelease,2024-05-16 12:37:00,2024-05-16 00:00:00,12,Low,12:37:00 PM,5/16/2024,Post_2963|FACEBOOK|2024-05-16T12:37:00,0.089018177
Post_2378,LinkedIn,Organic,Educational,Article,Australia,133.7751,-25.2744,742582,3293964,338462,223278,100840,23%,3827600,0,0,60093.0,0.02,True,Tracked,#DidYouKnow,3:37:00 PM,10/18/2024,15,High,3:37:00 PM,10/18/2024,Post_2378|LINKEDIN|2024-10-18T15:37:00,0.23
Post_4225,TikTok,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,244419,3310242,556681,175439,154893,0.07383742,3809683,3310242,0,51430.0,0.0135,True,Tracked,#TrendingNow,2025-04-15 12:04:00,2025-04-15 00:00:00,12,Low,12:04:00 PM,4/15/2025,Post_4225|TIKTOK|2025-04-15T12:04:00,0.07383742
Post_4857,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,467308,3222096,704014,177052,76797,0.145032419,3790063,3222096,0,72769.0,0.0192,True,Tracked,#ProductDemo,2024-01-24 12:35:00,2024-01-24 00:00:00,12,Medium,12:35:00 PM,1/24/2024,Post_4857|TIKTOK|2024-01-24T12:35:00,0.145032419
Post_1928,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,745631,3288772,452952,212894,167001,0.226720342,3778660,3288772,0,68393.0,0.0181,True,Tracked,#CustomerStory,2024-10-25 10:31:00,2024-10-25 00:00:00,10,High,10:31:00 AM,10/25/2024,Post_1928|TIKTOK|2024-10-25T10:31:00,0.226720342
Post_4749,TikTok,Organic,Entertainment,Video,UK,-3.436,55.3781,296091,3226763,604999,125063,108482,0.091761173,3754515,3226763,0,67205.0,0.0179,True,Tracked,#TrendingNow,2024-02-08 10:52:00,2024-02-08 00:00:00,10,Low,10:52:00 AM,2/8/2024,Post_4749|TIKTOK|2024-02-08T10:52:00,0.091761173
Post_1077,TikTok,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,347381,3081458,374648,93771,64090,0.112732848,3751121,3081458,0,57767.0,0.0154,True,Tracked,#ProductDemo,2025-02-02 14:46:00,2025-02-02 00:00:00,14,Medium,2:46:00 PM,2/2/2025,Post_1077|TIKTOK|2025-02-02T14:46:00,0.112732848
Post_2465,LinkedIn,Sponsored,Entertainment,Carousel,India,78.9629,20.5937,259449,2891604,402998,134256,70312,9%,3721538,0,0,97876.0,0.03,True,Tracked,#DidYouKnow,12:34:00 PM,8/28/2024,12,Low,12:34:00 PM,8/28/2024,Post_2465|LINKEDIN|2024-08-28T12:34:00,0.09
Post_2465,Facebook,Organic,Entertainment,Video,India,78.9629,20.5937,171123,2891604,402998,134256,70312,0.059179267,3721538,2891604,0,110901.0,0.0298,True,Tracked,#TrendingNow,2024-08-28 12:34:00,2024-08-28 00:00:00,12,Low,12:34:00 PM,8/28/2024,Post_2465|FACEBOOK|2024-08-28T12:34:00,0.059179267
Post_2485,TikTok,Sponsored,Product Promotion,Video,India,78.9629,20.5937,253091,2908570,654830,131493,112737,0.087015874,3707740,2908570,0,87873.0,0.0237,True,Tracked,#ProductDemo,2025-01-29 11:13:00,2025-01-29 00:00:00,11,Low,11:13:00 AM,1/29/2025,Post_2485|TIKTOK|2025-01-29T11:13:00,0.087015874
Post_4191,TikTok,Sponsored,Entertainment,Video,Brazil,-51.9253,-14.235,221348,2845007,459590,182733,125457,0.077802382,3684647,2845007,0,64849.0,0.0176,True,Tracked,#TrendingNow,2024-01-24 11:39:00,2024-01-24 00:00:00,11,Low,11:39:00 AM,1/24/2024,Post_4191|TIKTOK|2024-01-24T11:39:00,0.077802382
Post_2444,TikTok,Organic,Product Promotion,Video,Germany,10.4515,51.1657,383323,3000498,437664,158964,82400,0.127753132,3682417,3000498,0,81013.0,0.022,True,Tracked,#ProductDemo,2024-10-18 09:08:00,2024-10-18 00:00:00,9,Medium,9:08:00 AM,10/18/2024,Post_2444|TIKTOK|2024-10-18T09:08:00,0.127753132
Post_3108,TikTok,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,449560,2919578,617733,156699,92818,0.153981274,3679804,0,224178,89419.0,0.0243,True,Tracked,#WebinarReplay,2025-02-23 17:57:00,2025-02-23 00:00:00,17,Medium,5:57:00 PM,2/23/2025,Post_3108|TIKTOK|2025-02-23T17:57:00,0.153981274
Post_3108,LinkedIn,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,297244,2919578,617733,156699,92818,10%,3679804,0,224178,74700.0,0.02,True,Tracked,#EventSummary,5:57:00 PM,2/23/2025,17,Medium,5:57:00 PM,2/23/2025,Post_3108|LINKEDIN|2025-02-23T17:57:00,0.1
Post_4432,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,153949,2844447,355938,112928,101420,0.054122976,3676041,2844447,0,46685.0,0.0127,True,Tracked,#TrendingNow,2024-11-27 11:13:00,2024-11-27 00:00:00,11,Low,11:13:00 AM,11/27/2024,Post_4432|TIKTOK|2024-11-27T11:13:00,0.054122976
Post_2618,TikTok,Sponsored,Educational,Video,Germany,10.4515,51.1657,483971,3149801,705783,223183,178403,0.153651434,3652414,787,0,85831.0,0.0235,True,Tracked,#CustomerStory,2024-09-22 19:40:00,2024-09-22 00:00:00,19,Medium,7:40:00 PM,9/22/2024,Post_2618|TIKTOK|2024-09-22T19:40:00,0.153651434
Post_4572,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,364380,3127045,742262,123436,68597,0.116525652,3644562,3127045,0,55397.0,0.0152,True,Tracked,#ProductDemo,2024-02-17 10:42:00,2024-02-17 00:00:00,10,Medium,10:42:00 AM,2/17/2024,Post_4572|TIKTOK|2024-02-17T10:42:00,0.116525652
Post_1307,TikTok,Organic,Product Promotion,Video,India,78.9629,20.5937,357454,2843699,640787,91518,83790,0.12570049,3634104,2843699,0,89035.0,0.0245,True,Tracked,#ProductDemo,2024-12-12 16:52:00,2024-12-12 00:00:00,16,Medium,4:52:00 PM,12/12/2024,Post_1307|TIKTOK|2024-12-12T16:52:00,0.12570049
Post_1558,TikTok,Sponsored,Product Promotion,Video,Japan,138.2529,36.2048,304067,2813620,341128,174843,99262,0.108069911,3633404,2813620,0,39967.0,0.011,True,Tracked,#ProductDemo,2024-05-19 12:56:00,2024-05-19 00:00:00,12,Medium,12:56:00 PM,5/19/2024,Post_1558|TIKTOK|2024-05-19T12:56:00,0.108069911
Post_1380,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,206237,2795107,448746,178699,102960,0.073785342,3612070,2795107,0,52013.0,0.0144,True,Tracked,#TrendingNow,2025-01-03 15:09:00,2025-01-03 00:00:00,15,Low,3:09:00 PM,1/3/2025,Post_1380|TIKTOK|2025-01-03T15:09:00,0.073785342
Post_864,TikTok,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,173590,2793026,450142,207574,61133,0.062151263,3609380,2793026,0,70021.0,0.0194,True,Tracked,#TrendingNow,2025-01-11 19:51:00,2025-01-11 00:00:00,19,Low,7:51:00 PM,1/11/2025,Post_864|TIKTOK|2025-01-11T19:51:00,0.062151263
Post_4707,TikTok,Organic,Entertainment,Video,Japan,138.2529,36.2048,261426,2768259,297640,110251,78689,0.09443707,3594840,2768259,0,88792.0,0.0247,True,Tracked,#TrendingNow,2024-12-31 15:43:00,2024-12-31 00:00:00,15,Low,3:43:00 PM,12/31/2024,Post_4707|TIKTOK|2024-12-31T15:43:00,0.09443707
Post_4119,LinkedIn,Organic,Product Promotion,Article,Japan,138.2529,36.2048,405002,2951268,584611,200785,80058,14%,3592934,0,0,89823.0,0.03,True,Tracked,#SaaSLaunch,3:22:00 PM,10/4/2024,15,Medium,3:22:00 PM,10/4/2024,Post_4119|LINKEDIN|2024-10-04T15:22:00,0.14
Post_3409,TikTok,Organic,Product Promotion,Video,Japan,138.2529,36.2048,323294,3042859,580840,166522,171980,0.106246836,3576647,3042859,0,76897.0,0.0215,True,Tracked,#ProductDemo,2024-04-20 12:01:00,2024-04-20 00:00:00,12,Medium,12:01:00 PM,4/20/2024,Post_3409|TIKTOK|2024-04-20T12:01:00,0.106246836
Post_2504,TikTok,Organic,Entertainment,Video,Germany,10.4515,51.1657,271252,2938646,519877,158047,134601,0.092305109,3560154,2938646,0,81527.0,0.0229,True,Tracked,#TrendingNow,2024-12-29 12:43:00,2024-12-29 00:00:00,12,Low,12:43:00 PM,12/29/2024,Post_2504|TIKTOK|2024-12-29T12:43:00,0.092305109
Post_3008,Facebook,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,533768,3093028,469359,196399,93755,0.172571413,3553949,0,1572083,71789.0,0.0202,True,Tracked,#WebinarReplay,2024-03-09 16:53:00,2024-03-09 00:00:00,16,Medium,4:53:00 PM,3/9/2024,Post_3008|FACEBOOK|2024-03-09T16:53:00,0.172571413
Post_3807,Facebook,Organic,Customer Story,Text,India,78.9629,20.5937,520418,2854470,620432,218923,99081,0.182316859,3531559,0,0,92526.0,0.0262,True,Tracked,#SuccessStory,2024-02-26 15:15:00,2024-02-26 00:00:00,15,Medium,3:15:00 PM,2/26/2024,Post_3807|FACEBOOK|2024-02-26T15:15:00,0.182316859
Post_241,LinkedIn,Organic,Educational,Carousel,India,78.9629,20.5937,496748,2787164,312210,208314,116792,18%,3521468,0,0,67964.0,0.02,True,Tracked,#DidYouKnow,12:15:00 PM,9/23/2024,12,Medium,12:15:00 PM,9/23/2024,Post_241|LINKEDIN|2024-09-23T12:15:00,0.18
Post_139,Facebook,Organic,Educational,Text,India,78.9629,20.5937,621287,3132328,725180,147545,165544,0.198346792,3514867,0,0,43584.0,0.0124,True,Tracked,#SuccessStory,2025-03-29 08:50:00,2025-03-29 00:00:00,8,Medium,8:50:00 AM,3/29/2025,Post_139|FACEBOOK|2025-03-29T08:50:00,0.198346792
Post_4674,LinkedIn,Organic,Entertainment,Carousel,Brazil,-51.9253,-14.235,303285,3062807,607144,181769,80348,10%,3498103,0,0,77308.0,0.02,True,Tracked,#DidYouKnow,11:58:00 AM,7/9/2024,11,Low,11:58:00 AM,7/9/2024,Post_4674|LINKEDIN|2024-07-09T11:58:00,0.1
Post_4674,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,160017,3062807,607144,181769,80348,0.05224528,3498103,3062807,0,56669.0,0.0162,True,Tracked,#TrendingNow,2024-07-09 11:58:00,2024-07-09 00:00:00,11,Low,11:58:00 AM,7/9/2024,Post_4674|TIKTOK|2024-07-09T11:58:00,0.05224528
Post_4007,TikTok,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,271362,2773282,410384,116917,93454,0.097849038,3492481,2773282,0,75437.0,0.0216,True,Tracked,#TrendingNow,2024-06-13 16:37:00,2024-06-13 00:00:00,16,Low,4:37:00 PM,6/13/2024,Post_4007|TIKTOK|2024-06-13T16:37:00,0.097849038
Post_3352,LinkedIn,Sponsored,Product Promotion,Article,Brazil,-51.9253,-14.235,371727,2740875,535623,107925,73535,14%,3492054,0,0,95682.0,0.03,True,Tracked,#SaaSLaunch,5:06:00 PM,6/25/2024,17,Medium,5:06:00 PM,6/25/2024,Post_3352|LINKEDIN|2024-06-25T17:06:00,0.14
Post_1192,TikTok,Sponsored,Educational,Video,India,78.9629,20.5937,577418,2893059,690569,161596,71408,0.19958766,3487974,2893059,0,46738.0,0.0134,True,Tracked,#CustomerStory,2024-02-05 16:09:00,2024-02-05 00:00:00,16,Medium,4:09:00 PM,2/5/2024,Post_1192|TIKTOK|2024-02-05T16:09:00,0.19958766
Post_4211,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,720017,2965301,352161,130025,85552,0.242814148,3487107,2965301,0,85434.0,0.0245,True,Tracked,#CustomerStory,2024-08-12 18:52:00,2024-08-12 00:00:00,18,High,6:52:00 PM,8/12/2024,Post_4211|TIKTOK|2024-08-12T18:52:00,0.242814148
Post_1002,LinkedIn,Organic,Product Promotion,Article,UK,-3.436,55.3781,269448,3146978,663814,127605,168882,9%,3480780,0,0,73792.0,0.02,True,Tracked,#SaaSLaunch,5:53:00 PM,11/18/2024,17,Low,5:53:00 PM,11/18/2024,Post_1002|LINKEDIN|2024-11-18T17:53:00,0.09
Post_1866,TikTok,Organic,Entertainment,Video,Germany,10.4515,51.1657,234949,2821689,298867,86692,69890,0.083265545,3470164,2821689,0,71138.0,0.0205,True,Tracked,#TrendingNow,2024-05-22 10:12:00,2024-05-22 00:00:00,10,Low,10:12:00 AM,5/22/2024,Post_1866|TIKTOK|2024-05-22T10:12:00,0.083265545
Post_838,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,253406,2998504,377135,167627,85636,0.084510882,3468240,2998504,0,74567.0,0.0215,True,Tracked,#ProductDemo,2024-11-26 11:08:00,2024-11-26 00:00:00,11,Low,11:08:00 AM,11/26/2024,Post_838|TIKTOK|2024-11-26T11:08:00,0.084510882
Post_2017,Facebook,Sponsored,Product Promotion,Text,Japan,138.2529,36.2048,326300,2897078,484447,222716,143307,0.112630855,3452114,0,0,39354.0,0.0114,True,Tracked,#FeatureHighlight,2024-12-25 19:26:00,2024-12-25 00:00:00,19,Medium,7:26:00 PM,12/25/2024,Post_2017|FACEBOOK|2024-12-25T19:26:00,0.112630855
Post_2017,LinkedIn,Organic,Product Promotion,Article,Japan,138.2529,36.2048,258480,2897078,484447,222716,143307,9%,3452114,0,0,87338.0,0.03,True,Tracked,#SaaSLaunch,7:26:00 PM,12/25/2024,19,Low,7:26:00 PM,12/25/2024,Post_2017|LINKEDIN|2024-12-25T19:26:00,0.09
Post_3806,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,609915,2813161,648976,91845,144280,0.21680792,3440956,2813161,0,83959.0,0.0244,True,Tracked,#CustomerStory,2024-07-04 12:19:00,2024-07-04 00:00:00,12,High,12:19:00 PM,7/4/2024,Post_3806|TIKTOK|2024-07-04T12:19:00,0.21680792
