post_key,post_id,platform_id,content_id,date_id,geo_id,post_date_clean,post_hour_clean,post_published_at,Impressions,Views,Engagement,Likes,Comments,Shares,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Has_click_data,Traffic_scope,Engagement_Rate,engagement_rate_num,Engagement_Level,Platform,Content_Type,Content_Category,Post_Type
Post_1339|TIKTOK|2024-11-11T11:01:00,Post_1339,PLT_TT,81b5e4d97d,20241111,d1f898211a,2024-11-11,11:01:00 AM,2024-11-11 11:01:00,2151227,1664028,256399,287425,54627,79456,1664028,0,33989.0,0.0158,true,Tracked,0.154083896,0.154083896,Medium,TikTok,Organic,Educational,Video
Post_244|TIKTOK|2025-04-27T12:33:00,Post_244,PLT_TT,81b5e4d97d,20250427,d1f898211a,2025-04-27,12:33:00 PM,2025-04-27 12:33:00,1963911,1637085,344710,208429,75876,113752,1637085,0,46544.0,0.0237,true,Tracked,0.21056361,0.21056361,High,TikTok,Organic,Educational,Video
Post_4046|TIKTOK|2024-02-05T16:28:00,Post_4046,PLT_TT,81b5e4d97d,20240205,d1f898211a,2024-02-05,4:28:00 PM,2024-02-05 16:28:00,1859040,1452756,265730,320160,85674,110931,1452756,0,38110.0,0.0205,true,Tracked,0.182914795,0.182914795,Medium,TikTok,Organic,Educational,Video
Post_3823|TIKTOK|2024-12-30T19:13:00,Post_3823,PLT_TT,81b5e4d97d,20241230,d1f898211a,2024-12-30,7:13:00 PM,2024-12-30 19:13:00,1767015,1384349,212102,268925,55450,94248,1384349,0,30039.0,0.017,true,Tracked,0.153214727,0.153214727,Medium,TikTok,Organic,Educational,Video
Post_3399|TIKTOK|2024-12-25T15:40:00,Post_3399,PLT_TT,81b5e4d97d,20241225,d1f898211a,2024-12-25,3:40:00 PM,2024-12-25 15:40:00,1559572,1267480,293554,294285,63756,85530,1267480,0,20742.0,0.0133,true,Tracked,0.231604618,0.231604618,High,TikTok,Organic,Educational,Video
Post_4562|TIKTOK|2024-03-06T11:06:00,Post_4562,PLT_TT,63bca00781,20240306,d1f898211a,2024-03-06,11:06:00 AM,2024-03-06 11:06:00,931979,836069,141542,174527,22408,61501,836069,0,20876.0,0.0224,true,Tracked,0.169295736,0.169295736,Medium,TikTok,Sponsored,Educational,Video
Post_786|TIKTOK|2024-12-20T09:43:00,Post_786,PLT_TT,81b5e4d97d,20241220,d1f898211a,2024-12-20,9:43:00 AM,2024-12-20 09:43:00,515065,403449,83249,61812,9927,20186,403449,0,9271.0,0.018,true,Tracked,0.206344238,0.206344238,High,TikTok,Organic,Educational,Video
Post_3684|FACEBOOK|2025-04-21T15:57:00,Post_3684,PLT_FB,6ef8c07d8c,20250421,d1f898211a,2025-04-21,3:57:00 PM,2025-04-21 15:57:00,300730,242708,47778,44502,6657,14642,214375,0,5774.0,0.0192,true,Tracked,0.196854269,0.196854269,Medium,Facebook,Sponsored,Customer Story,Video
Post_4172|FACEBOOK|2024-04-15T17:20:00,Post_4172,PLT_FB,63bca00781,20240415,d1f898211a,2024-04-15,5:20:00 PM,2024-04-15 17:20:00,300555,268616,50412,58956,7129,14089,250248,0,4688.0,0.0156,true,Tracked,0.187674003,0.187674003,Medium,Facebook,Sponsored,Educational,Video
Post_3033|FACEBOOK|2025-01-21T16:19:00,Post_3033,PLT_FB,6ef8c07d8c,20250121,d1f898211a,2025-01-21,4:19:00 PM,2025-01-21 16:19:00,287611,234691,48284,45990,12350,13304,220603,0,5263.0,0.0183,true,Tracked,0.205734848,0.205734848,High,Facebook,Sponsored,Customer Story,Video
Post_918|FACEBOOK|2025-04-30T16:53:00,Post_918,PLT_FB,6ef8c07d8c,20250430,d1f898211a,2025-04-30,4:53:00 PM,2025-04-30 16:53:00,284797,235344,36612,32089,12605,14865,231505,0,3189.0,0.0112,true,Tracked,0.15556884,0.15556884,Medium,Facebook,Sponsored,Customer Story,Video
Post_2061|FACEBOOK|2025-04-07T11:37:00,Post_2061,PLT_FB,4c16695381,20250407,d1f898211a,2025-04-07,11:37:00 AM,2025-04-07 11:37:00,269411,242977,44938,29456,11285,15919,0,170586,7785.0,0.0289,true,Tracked,0.184949265,0.184949265,Medium,Facebook,Organic,Customer Story,Live Stream
Post_3817|FACEBOOK|2024-06-24T10:00:00,Post_3817,PLT_FB,4c16695381,20240624,d1f898211a,2024-06-24,10:00:00 AM,2024-06-24 10:00:00,236498,193504,39502,34810,5880,7975,0,27350,3263.0,0.0138,true,Tracked,0.204141602,0.204141602,High,Facebook,Organic,Customer Story,Live Stream
Post_531|FACEBOOK|2025-04-27T11:09:00,Post_531,PLT_FB,6ef8c07d8c,20250427,d1f898211a,2025-04-27,11:09:00 AM,2025-04-27 11:09:00,217109,194927,32792,44492,4453,7866,186368,0,4211.0,0.0194,true,Tracked,0.168229751,0.168229751,Medium,Facebook,Sponsored,Customer Story,Video
Post_2408|FACEBOOK|2025-04-30T15:51:00,Post_2408,PLT_FB,81b5e4d97d,20250430,d1f898211a,2025-04-30,3:51:00 PM,2025-04-30 15:51:00,173825,153187,36057,24216,9004,11558,134897,0,5197.0,0.0299,true,Tracked,0.235383824,0.235383824,High,Facebook,Organic,Educational,Video
Post_3359|YOUTUBE|2025-02-23T18:38:00,Post_3359,PLT_YT,63bca00781,20250223,d1f898211a,2025-02-23,6:38:00 PM,2025-02-23 18:38:00,4400123,3663620,661946,623649,185761,258308,3663620,0,,,false,Not tracked,0.180680861,0.180680861,Medium,YouTube,Sponsored,Educational,Video
Post_2167|X.COM|2024-07-09T16:36:00,Post_2167,PLT_X,b0699c5cd2,20240709,d1f898211a,2024-07-09,4:36:00 PM,2024-07-09 16:36:00,4196342,3293778,794716,689109,180605,208584,3293778,0,,,false,Not tracked,0.241278203,0.241278203,High,X.com,Organic,Customer Story,Video
Post_837|INSTAGRAM|2024-11-10T15:07:00,Post_837,PLT_IG,81b5e4d97d,20241110,d1f898211a,2024-11-10,3:07:00 PM,2024-11-10 15:07:00,4016030,3593578,596757,589256,83597,218385,3593578,0,,,false,Not tracked,0.166062138,0.166062138,Medium,Instagram,Organic,Educational,Video
Post_2429|X.COM|2025-04-21T12:56:00,Post_2429,PLT_X,81b5e4d97d,20250421,d1f898211a,2025-04-21,12:56:00 PM,2025-04-21 12:56:00,3811404,3212391,764307,373969,70240,139814,3212391,0,,,false,Not tracked,0.237924882,0.237924882,High,X.com,Organic,Educational,Video
Post_2009|YOUTUBE|2024-04-18T10:36:00,Post_2009,PLT_YT,81b5e4d97d,20240418,d1f898211a,2024-04-18,10:36:00 AM,2024-04-18 10:36:00,3744647,3279664,777766,757413,114331,240009,3279664,0,,,false,Not tracked,0.237148293,0.237148293,High,YouTube,Organic,Educational,Video
Post_957|YOUTUBE|2024-02-19T13:04:00,Post_957,PLT_YT,81b5e4d97d,20240219,d1f898211a,2024-02-19,1:04:00 PM,2024-02-19 13:04:00,3685667,2926063,546310,628510,82491,223756,2926063,0,,,false,Not tracked,0.186704833,0.186704833,Medium,YouTube,Organic,Educational,Video
Post_1795|YOUTUBE|2024-08-11T12:38:00,Post_1795,PLT_YT,595a9bd551,20240811,d1f898211a,2024-08-11,12:38:00 PM,2024-08-11 12:38:00,3430575,2773740,508705,281262,149991,87785,0,898054,,,false,Not tracked,0.183400552,0.183400552,Medium,YouTube,Organic,Educational,Live Stream
Post_925|X.COM|2024-11-16T11:08:00,Post_925,PLT_X,81b5e4d97d,20241116,d1f898211a,2024-11-16,11:08:00 AM,2024-11-16 11:08:00,3191211,2472611,566731,565461,92514,156630,2472611,0,,,false,Not tracked,0.229203851,0.229203851,High,X.com,Organic,Educational,Video
Post_344|INSTAGRAM|2024-12-25T09:03:00,Post_344,PLT_IG,63bca00781,20241225,d1f898211a,2024-12-25,9:03:00 AM,2024-12-25 09:03:00,3003696,2377175,448205,296486,116574,86972,2377175,0,,,false,Not tracked,0.188545288,0.188545288,Medium,Instagram,Sponsored,Educational,Video
Post_335|INSTAGRAM|2024-09-20T13:32:00,Post_335,PLT_IG,595a9bd551,20240920,d1f898211a,2024-09-20,1:32:00 PM,2024-09-20 13:32:00,3002896,2455348,414106,386204,61028,98912,0,409853,,,false,Not tracked,0.16865506,0.16865506,Medium,Instagram,Organic,Educational,Live Stream
Post_4777|YOUTUBE|2025-03-31T12:46:00,Post_4777,PLT_YT,595a9bd551,20250331,d1f898211a,2025-03-31,12:46:00 PM,2025-03-31 12:46:00,2997275,2660353,487317,464739,111124,126932,0,508038,,,false,Not tracked,0.18317793,0.18317793,Medium,YouTube,Organic,Educational,Live Stream
Post_3041|INSTAGRAM|2024-06-04T11:22:00,Post_3041,PLT_IG,81b5e4d97d,20240604,d1f898211a,2024-06-04,11:22:00 AM,2024-06-04 11:22:00,2910278,2338492,526827,458823,84466,160670,2338492,0,,,false,Not tracked,0.225284929,0.225284929,High,Instagram,Organic,Educational,Video
Post_3573|X.COM|2024-10-22T17:27:00,Post_3573,PLT_X,b0699c5cd2,20241022,d1f898211a,2024-10-22,5:27:00 PM,2024-10-22 17:27:00,2789636,2234842,451039,362097,110664,107446,2234842,0,,,false,Not tracked,0.201821838,0.201821838,High,X.com,Organic,Customer Story,Video
Post_2592|X.COM|2025-04-11T12:08:00,Post_2592,PLT_X,81b5e4d97d,20250411,d1f898211a,2025-04-11,12:08:00 PM,2025-04-11 12:08:00,2674215,2296068,404085,293980,71866,131109,2296068,0,,,false,Not tracked,0.175990095,0.175990095,Medium,X.com,Organic,Educational,Video
Post_392|INSTAGRAM|2024-01-12T11:30:00,Post_392,PLT_IG,81b5e4d97d,20240112,d1f898211a,2024-01-12,11:30:00 AM,2024-01-12 11:30:00,2641287,2152754,534311,350175,100569,170509,2152754,0,,,false,Not tracked,0.248199081,0.248199081,High,Instagram,Organic,Educational,Video
Post_2927|YOUTUBE|2025-01-11T15:24:00,Post_2927,PLT_YT,81b5e4d97d,20250111,d1f898211a,2025-01-11,3:24:00 PM,2025-01-11 15:24:00,2514104,2261071,424726,483828,93858,122598,2261071,0,,,false,Not tracked,0.187843043,0.187843043,Medium,YouTube,Organic,Educational,Video
Post_1538|YOUTUBE|2024-01-12T12:39:00,Post_1538,PLT_YT,6ef8c07d8c,20240112,d1f898211a,2024-01-12,12:39:00 PM,2024-01-12 12:39:00,2507942,1974000,313540,388864,43370,141144,1974000,0,,,false,Not tracked,0.158835288,0.158835288,Medium,YouTube,Sponsored,Customer Story,Video
Post_3105|YOUTUBE|2024-06-28T13:17:00,Post_3105,PLT_YT,81b5e4d97d,20240628,d1f898211a,2024-06-28,1:17:00 PM,2024-06-28 13:17:00,2466811,2163079,377090,533704,57343,115857,2163079,0,,,false,Not tracked,0.17433062,0.17433062,Medium,YouTube,Organic,Educational,Video
Post_1944|INSTAGRAM|2024-09-14T11:29:00,Post_1944,PLT_IG,81b5e4d97d,20240914,d1f898211a,2024-09-14,11:29:00 AM,2024-09-14 11:29:00,2232006,1906308,439613,370778,60757,137770,1906308,0,,,false,Not tracked,0.230610056,0.230610056,High,Instagram,Organic,Educational,Video
Post_3331|INSTAGRAM|2024-04-17T09:30:00,Post_3331,PLT_IG,81b5e4d97d,20240417,d1f898211a,2024-04-17,9:30:00 AM,2024-04-17 09:30:00,2222336,1829171,454228,366915,54167,75490,1829171,0,,,false,Not tracked,0.248324577,0.248324577,High,Instagram,Organic,Educational,Video
Post_1281|INSTAGRAM|2024-11-14T11:10:00,Post_1281,PLT_IG,63bca00781,20241114,d1f898211a,2024-11-14,11:10:00 AM,2024-11-14 11:10:00,2194633,1872610,428266,312755,98828,56842,1872610,0,,,false,Not tracked,0.228700271,0.228700271,High,Instagram,Sponsored,Educational,Video
Post_2344|YOUTUBE|2024-12-10T17:34:00,Post_2344,PLT_YT,81b5e4d97d,20241210,d1f898211a,2024-12-10,5:34:00 PM,2024-12-10 17:34:00,2136795,1767202,345764,288019,89185,107205,1767202,0,,,false,Not tracked,0.195656375,0.195656375,Medium,YouTube,Organic,Educational,Video
Post_1032|X.COM|2024-01-11T11:01:00,Post_1032,PLT_X,81b5e4d97d,20240111,d1f898211a,2024-01-11,11:01:00 AM,2024-01-11 11:01:00,2132572,1748675,314452,207721,37757,109773,1748675,0,,,false,Not tracked,0.179823437,0.179823437,Medium,X.com,Organic,Educational,Video
Post_2062|X.COM|2024-09-02T19:25:00,Post_2062,PLT_X,81b5e4d97d,20240902,d1f898211a,2024-09-02,7:25:00 PM,2024-09-02 19:25:00,2116407,1784667,316885,245055,83374,92109,1784667,0,,,false,Not tracked,0.177560039,0.177560039,Medium,X.com,Organic,Educational,Video
Post_923|X.COM|2024-03-26T15:58:00,Post_923,PLT_X,81b5e4d97d,20240326,d1f898211a,2024-03-26,3:58:00 PM,2024-03-26 15:58:00,2116344,1753291,436012,288507,84621,67107,1753291,0,,,false,Not tracked,0.248682556,0.248682556,High,X.com,Organic,Educational,Video
Post_4241|YOUTUBE|2024-03-30T16:12:00,Post_4241,PLT_YT,81b5e4d97d,20240330,d1f898211a,2024-03-30,4:12:00 PM,2024-03-30 16:12:00,2049025,1804346,333165,342161,47777,91646,1804346,0,,,false,Not tracked,0.184646042,0.184646042,Medium,YouTube,Organic,Educational,Video
Post_909|INSTAGRAM|2025-01-07T16:44:00,Post_909,PLT_IG,81b5e4d97d,20250107,d1f898211a,2025-01-07,4:44:00 PM,2025-01-07 16:44:00,1963928,1568088,246244,239521,67048,118355,1568088,0,,,false,Not tracked,0.15703467,0.15703467,Medium,Instagram,Organic,Educational,Video
Post_505|YOUTUBE|2024-07-27T10:28:00,Post_505,PLT_YT,81b5e4d97d,20240727,d1f898211a,2024-07-27,10:28:00 AM,2024-07-27 10:28:00,1940976,1718602,265146,332312,74126,118697,1718602,0,,,false,Not tracked,0.154280364,0.154280364,Medium,YouTube,Organic,Educational,Video
Post_2634|INSTAGRAM|2024-10-31T10:45:00,Post_2634,PLT_IG,81b5e4d97d,20241031,d1f898211a,2024-10-31,10:45:00 AM,2024-10-31 10:45:00,1878909,1664766,385998,280752,45473,76960,1664766,0,,,false,Not tracked,0.23186369,0.23186369,High,Instagram,Organic,Educational,Video
Post_13|YOUTUBE|2025-02-07T09:08:00,Post_13,PLT_YT,63bca00781,20250207,d1f898211a,2025-02-07,9:08:00 AM,2025-02-07 09:08:00,1859119,1492308,226309,150466,72040,105615,1492308,0,,,false,Not tracked,0.151650935,0.151650935,Medium,YouTube,Sponsored,Educational,Video
Post_1084|INSTAGRAM|2025-03-01T09:43:00,Post_1084,PLT_IG,81b5e4d97d,20250301,d1f898211a,2025-03-01,9:43:00 AM,2025-03-01 09:43:00,1854658,1554895,378319,292219,43059,84925,1554895,0,,,false,Not tracked,0.243309009,0.243309009,High,Instagram,Organic,Educational,Video
Post_3486|INSTAGRAM|2024-06-17T15:42:00,Post_3486,PLT_IG,6ef8c07d8c,20240617,d1f898211a,2024-06-17,3:42:00 PM,2024-06-17 15:42:00,1808021,1600431,368301,258029,52337,80726,1600431,0,,,false,Not tracked,0.230126604,0.230126604,High,Instagram,Sponsored,Customer Story,Video
Post_1025|YOUTUBE|2025-04-15T12:04:00,Post_1025,PLT_YT,63bca00781,20250415,d1f898211a,2025-04-15,12:04:00 PM,2025-04-15 12:04:00,1649083,1324496,283290,317350,63400,41366,1324496,0,,,false,Not tracked,0.213885484,0.213885484,High,YouTube,Sponsored,Educational,Video
Post_3566|INSTAGRAM|2024-12-28T09:19:00,Post_3566,PLT_IG,b0699c5cd2,20241228,d1f898211a,2024-12-28,9:19:00 AM,2024-12-28 09:19:00,1499620,1333306,298114,191810,44769,97775,1333306,0,,,false,Not tracked,0.223590106,0.223590106,High,Instagram,Organic,Customer Story,Video
Post_900|YOUTUBE|2025-04-24T16:36:00,Post_900,PLT_YT,81b5e4d97d,20250424,d1f898211a,2025-04-24,4:36:00 PM,2025-04-24 16:36:00,1398744,1231255,207863,160818,64071,65813,1231255,0,,,false,Not tracked,0.168822575,0.168822575,Medium,YouTube,Organic,Educational,Video
Post_562|YOUTUBE|2024-03-25T15:27:00,Post_562,PLT_YT,81b5e4d97d,20240325,d1f898211a,2024-03-25,3:27:00 PM,2024-03-25 15:27:00,1394696,1247031,267327,138841,39769,96733,1247031,0,,,false,Not tracked,0.214371366,0.214371366,High,YouTube,Organic,Educational,Video
Post_1366|YOUTUBE|2024-05-09T14:41:00,Post_1366,PLT_YT,81b5e4d97d,20240509,d1f898211a,2024-05-09,2:41:00 PM,2024-05-09 14:41:00,1263492,1097897,241928,208125,41574,56222,1097897,0,,,false,Not tracked,0.220356129,0.220356129,High,YouTube,Organic,Educational,Video
Post_754|YOUTUBE|2025-01-26T10:33:00,Post_754,PLT_YT,81b5e4d97d,20250126,d1f898211a,2025-01-26,10:33:00 AM,2025-01-26 10:33:00,1262785,1012797,155563,193342,22078,73399,1012797,0,,,false,Not tracked,0.153598333,0.153598333,Medium,YouTube,Organic,Educational,Video
Post_708|YOUTUBE|2024-08-26T17:46:00,Post_708,PLT_YT,63bca00781,20240826,d1f898211a,2024-08-26,5:46:00 PM,2024-08-26 17:46:00,1108008,891434,193847,176915,37874,70028,811907,0,,,false,Not tracked,0.217456257,0.217456257,High,YouTube,Sponsored,Educational,Video
Post_4863|YOUTUBE|2025-04-02T15:03:00,Post_4863,PLT_YT,81b5e4d97d,20250402,d1f898211a,2025-04-02,3:03:00 PM,2025-04-02 15:03:00,1101067,876232,200769,202328,45861,46269,805466,0,,,false,Not tracked,0.22912867,0.22912867,High,YouTube,Organic,Educational,Video
Post_2922|YOUTUBE|2024-01-14T16:26:00,Post_2922,PLT_YT,81b5e4d97d,20240114,d1f898211a,2024-01-14,4:26:00 PM,2024-01-14 16:26:00,1023900,878601,177091,131270,18947,42530,878601,0,,,false,Not tracked,0.201560869,0.201560869,High,YouTube,Organic,Educational,Video
Post_2361|YOUTUBE|2024-04-06T11:45:00,Post_2361,PLT_YT,595a9bd551,20240406,d1f898211a,2024-04-06,11:45:00 AM,2024-04-06 11:45:00,984688,843891,176887,136386,34684,62314,0,811832,,,false,Not tracked,0.209608982,0.209608982,High,YouTube,Organic,Educational,Live Stream
Post_4335|YOUTUBE|2024-10-17T17:43:00,Post_4335,PLT_YT,b0699c5cd2,20241017,d1f898211a,2024-10-17,5:43:00 PM,2024-10-17 17:43:00,734213,588550,116080,120222,30061,32127,578492,0,,,false,Not tracked,0.197230703,0.197230703,Medium,YouTube,Organic,Customer Story,Video
Post_3714|YOUTUBE|2025-02-26T11:59:00,Post_3714,PLT_YT,81b5e4d97d,20250226,d1f898211a,2025-02-26,11:59:00 AM,2025-02-26 11:59:00,672100,594078,148352,105603,19627,44898,522676,0,,,false,Not tracked,0.249718557,0.249718557,High,YouTube,Organic,Educational,Video
Post_2596|YOUTUBE|2025-03-09T16:53:00,Post_2596,PLT_YT,81b5e4d97d,20250309,d1f898211a,2025-03-09,4:53:00 PM,2025-03-09 16:53:00,660453,568490,122008,93818,27397,30333,561015,0,,,false,Not tracked,0.214618104,0.214618104,High,YouTube,Organic,Educational,Video
Post_1681|YOUTUBE|2024-02-06T11:36:00,Post_1681,PLT_YT,81b5e4d97d,20240206,d1f898211a,2024-02-06,11:36:00 AM,2024-02-06 11:36:00,629515,492646,116829,122126,26842,37878,463585,0,,,false,Not tracked,0.237147321,0.237147321,High,YouTube,Organic,Educational,Video
Post_1801|YOUTUBE|2025-02-23T12:46:00,Post_1801,PLT_YT,595a9bd551,20250223,d1f898211a,2025-02-23,12:46:00 PM,2025-02-23 12:46:00,551496,470139,111939,117193,20975,23486,0,1089178,,,false,Not tracked,0.238098573,0.238098573,High,YouTube,Organic,Educational,Live Stream
Post_1221|YOUTUBE|2024-05-03T09:16:00,Post_1221,PLT_YT,81b5e4d97d,20240503,d1f898211a,2024-05-03,9:16:00 AM,2024-05-03 09:16:00,519037,430760,83632,69698,20086,15903,416861,0,,,false,Not tracked,0.194150833,0.194150833,Medium,YouTube,Organic,Educational,Video
Post_2911|YOUTUBE|2024-04-22T17:52:00,Post_2911,PLT_YT,81b5e4d97d,20240422,d1f898211a,2024-04-22,5:52:00 PM,2024-04-22 17:52:00,517983,429156,70277,63886,19765,13627,378338,0,,,false,Not tracked,0.163758079,0.163758079,Medium,YouTube,Organic,Educational,Video
Post_4000|YOUTUBE|2024-08-13T08:56:00,Post_4000,PLT_YT,81b5e4d97d,20240813,d1f898211a,2024-08-13,8:56:00 AM,2024-08-13 08:56:00,514810,428350,77192,102363,25538,24010,400525,0,,,false,Not tracked,0.180208924,0.180208924,Medium,YouTube,Organic,Educational,Video
Post_4983|YOUTUBE|2025-03-04T15:28:00,Post_4983,PLT_YT,63bca00781,20250304,d1f898211a,2025-03-04,3:28:00 PM,2025-03-04 15:28:00,507481,454702,80475,98699,21639,14372,451298,0,,,false,Not tracked,0.176985969,0.176985969,Medium,YouTube,Sponsored,Educational,Video
Post_2479|YOUTUBE|2024-11-29T15:13:00,Post_2479,PLT_YT,81b5e4d97d,20241129,d1f898211a,2024-11-29,3:13:00 PM,2024-11-29 15:13:00,503323,390431,88990,58524,15538,23282,378218,0,,,false,Not tracked,0.227928466,0.227928466,High,YouTube,Organic,Educational,Video
Post_2889|YOUTUBE|2024-01-15T10:24:00,Post_2889,PLT_YT,81b5e4d97d,20240115,d1f898211a,2024-01-15,10:24:00 AM,2024-01-15 10:24:00,479586,378408,70723,55611,21334,18620,347307,0,,,false,Not tracked,0.186897582,0.186897582,Medium,YouTube,Organic,Educational,Video
Post_3472|YOUTUBE|2024-03-20T17:19:00,Post_3472,PLT_YT,6ef8c07d8c,20240320,d1f898211a,2024-03-20,5:19:00 PM,2024-03-20 17:19:00,422759,370070,89005,59873,7727,14253,346565,0,,,false,Not tracked,0.24051067,0.24051067,High,YouTube,Sponsored,Customer Story,Video
Post_412|YOUTUBE|2024-09-06T17:39:00,Post_412,PLT_YT,81b5e4d97d,20240906,d1f898211a,2024-09-06,5:39:00 PM,2024-09-06 17:39:00,419236,327923,60175,74713,14339,20787,298410,0,,,false,Not tracked,0.183505447,0.183505447,Medium,YouTube,Organic,Educational,Video
Post_438|YOUTUBE|2024-03-07T08:37:00,Post_438,PLT_YT,81b5e4d97d,20240307,d1f898211a,2024-03-07,8:37:00 AM,2024-03-07 08:37:00,405578,341915,61438,76371,19374,24918,303670,0,,,false,Not tracked,0.179690802,0.179690802,Medium,YouTube,Organic,Educational,Video
Post_4912|YOUTUBE|2024-05-08T15:41:00,Post_4912,PLT_YT,81b5e4d97d,20240508,d1f898211a,2024-05-08,3:41:00 PM,2024-05-08 15:41:00,396925,309105,63475,67111,8345,12836,270671,0,,,false,Not tracked,0.205353561,0.205353561,High,YouTube,Organic,Educational,Video
Post_3178|YOUTUBE|2024-04-04T15:17:00,Post_3178,PLT_YT,6ef8c07d8c,20240404,d1f898211a,2024-04-04,3:17:00 PM,2024-04-04 15:17:00,396664,315763,56508,64604,7763,19482,308506,0,,,false,Not tracked,0.178957506,0.178957506,Medium,YouTube,Sponsored,Customer Story,Video
Post_1268|YOUTUBE|2024-01-11T17:57:00,Post_1268,PLT_YT,81b5e4d97d,20240111,d1f898211a,2024-01-11,5:57:00 PM,2024-01-11 17:57:00,395566,337617,71299,81527,9546,25856,297974,0,,,false,Not tracked,0.211184226,0.211184226,High,YouTube,Organic,Educational,Video
Post_736|YOUTUBE|2024-04-15T09:49:00,Post_736,PLT_YT,63bca00781,20240415,d1f898211a,2024-04-15,9:49:00 AM,2024-04-15 09:49:00,381092,320671,61767,68261,12731,10442,319080,0,,,false,Not tracked,0.192619865,0.192619865,Medium,YouTube,Sponsored,Educational,Video
Post_3642|YOUTUBE|2024-10-28T11:34:00,Post_3642,PLT_YT,b0699c5cd2,20241028,d1f898211a,2024-10-28,11:34:00 AM,2024-10-28 11:34:00,376801,304352,59276,69277,6272,11490,270884,0,,,false,Not tracked,0.194763591,0.194763591,Medium,YouTube,Organic,Customer Story,Video
Post_3319|YOUTUBE|2024-05-12T16:06:00,Post_3319,PLT_YT,81b5e4d97d,20240512,d1f898211a,2024-05-12,4:06:00 PM,2024-05-12 16:06:00,366596,305747,57892,76205,14965,16317,263662,0,,,false,Not tracked,0.189347855,0.189347855,Medium,YouTube,Organic,Educational,Video
